date,title,company,location,detail,sector,skill,link
N/A,SAP & Business Analyst,Siemens,"İzmit, Kocaeli, Türkiye",On-site Full-time,"10,001+ employees · Automation Machinery Manufacturing","Master Data, Microsoft Excel Macros, Production Planning, Requirements Analysis, SAP ERP, SAP FI, SAP Products, SAP Sales & Distribution, Statutory Accounting Principles (SAP), and Thinking Skills",https://www.linkedin.com/jobs/view/3943038729/?eBP=CwEAAAGQJuRGO3-JTrp274Puy5UNxSv706SsqtsnaVdrFbhS9UlIQVjvXjVJp6XzJ0zxICE89m002sUi8Za6443if8vizFrxkTaSRv_w3lQtVqkQqoBstIMrjJj2ITX-oyhZKAi6Q21EvUyvtaocSMggu5uF_DLVIpVnctr2tJTSnOE_hwogFI7szW61eXaszGU3ll4QUZFssst6jWsbHzxJ4zsBG8gHFg0gPx15uSNexfjHGLhKn8Bo7ZxvmLJK-vNRReVbRAzsm6hIAF0wOtLQeIZDZF_jjrBfskdWnMi6L2Cep2bH04gFdBjHXZHKQZO_O0O-d2i0B6RIVLWVuvQ5nINcLUpVHv-HdGcINUCSsqdeVNexhX_eJtq8jS638XUYDlt-tYvcpoyWpKgztGHpHbKsGb64rPS_OIMIMyPS5AYvlH7G3dHcCkwHML_YeB92A-vktJNwQPVF49AmxS6AuY9mjWf1rSEWbHs&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=V2f807nx4JU4lZsm8dyK3A%3D%3D&trk=flagship3_search_srp_jobs
N/A,IT Commercial Senior Business Analyst ,SunExpress,"Antalya, Türkiye",Hybrid Full-time Associate,"1,001-5,000 employees · Airlines and Aviation","Analytical Skills, Business, Business Analysis, Communication, Continuous Improvement, Finance, Project Management, Task Management, Training, and Troubleshooting",https://www.linkedin.com/jobs/view/3759583713/?eBP=CwEAAAGQJuRGO5Cp_ydBHe6A6mfLaajfMJ4nU2wef3uMb5bIIkUVRsYY9Dp-INfQzXbUYlxHGXv3qufkZs09-b-CefC8ZwhfP5FYJm_VWGc6omNr4d7QtLW8VpmMW5NgH8DTKqietnj1wzKfjXIijDTr14eY-DJ_P0-VAjp3Dr2NZe3oqP_kAz-vMiprsx20YLzCjvxl8F-Oqdf7SJDi8uSVRmomdpGX5OR-WymJeKAXN60CgTohvOQVbl-ZHyX5R3-NvdnqekbGQpgp2I9fbgn2CbT6BZsXU3qJyP3oYej21irzu-JVkx-k9Cl4XsZGhP55U3TEPBC8561Mx5abq5Stn0h13bBiBthOi0KdzyaoU7JyX0-VP95fAsK7yYb9dXYFaeapN3EanZEFmMKIvbSFvRggWjXT8NiEiwHAm8Ez7HKoCkiudCFQOHD8mulfmG35U-sAky6dRql7WL6KBKgDwQODrJxJ&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=SvnJplvQEA6nOIT%2Bar4z3A%3D%3D&trk=flagship3_search_srp_jobs
N/A,Senior Accountant,"PaneraTech, Inc.","Ankara, Ankara, Türkiye",Hybrid Full-time Mid-Senior level,"51-200 employees · Glass, Ceramics and Concrete Manufacturing","Accounting Standards, Accounts Payable (AP), Budgeting & Forecasting, External Audits, Finance, Financial Data, Financial Data Analysis, Financial Reporting, Intercompany Transactions, and Year-End Close Process",https://www.linkedin.com/jobs/view/3887697037/?eBP=CwEAAAGQJuRGOxP5b-YyHslvu6NPmcNg5h2D7yrvE4zLA1CEXrf59oO8_EeBBzV78KfH3hjqjuK20h-x-Z4tVzG5T29BDUitWRP5-I2Nm4zduCJy8kjKGasZmzB2FhXCheEHZwvms5tEvIlZ9cIx82U5UXNjuaHgI95P5SsCk0sHB8JD-VHwGNDf073viOim0btaabxYV_FHbvVMPr2EKdR071sFGjrha68xFoxKIGT-yI8l1ZVUJNifJ0CdITbnAJv_h7mHKYpltalFkTDnGQvmd61fXlGofTku9ob4DHtyp3QfALqopxYLILs6OnxvfCM4iVWKQH2Nk23Mw-yVDcl8scX7BUGI7JWIwuawIXDC5uns0qh01XuVCbnUByXy63PNi5frXCjvPM6ZtNqZee7hhAzU7vvEQflq6VeGlQp0PKD_R42UoJu9wlERPriq0J9mTyoI6XFsTkGwOuQ5Sg&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=DEpu9HzMTLctziIpeIO3sA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Data Analyst,Spyke Games,"Istanbul, Istanbul, Türkiye",On-site Full-time Associate,11-50 employees · Computer Games,"Analytical Skills, Communication, Dashboards, Data Analysis, Data Analytics, Data Integrity, Google BigQuery, Interpersonal Skills, Key Metrics, and Problem Solving",https://www.linkedin.com/jobs/view/3928907541/?eBP=CwEAAAGQJuRGO0mrirFB7LkwWPfyiXYoxXf6Mhy-vhlwHoUj9_xJpbhEwwuWBlfZimxWuBzXbOgfiYz4_JG2aliYpMIaGWcgcARXq8Kp5ccnxhdVZgdPLwE5NG56IbeMjcFy8ETjRqe_IR9zBgUh8zzQxAG81W-Tbka4lPb48c2p2x7S9mvUb8qmAvqOOqQtOi9L5NE8XZFp6EbeIv72NipaonLdh9OhnQuHqOGuhvXnXch2heyd0yuAuA8gLoYpf2cICwg2P6NiKDbipEs3vytvPJ6uaqbZeB_Jz5pQNuPD-LtT3TPnacCQKtxpWKQ3MswXgLDUr9DNLVwst33ZKpdZAGreWINEvKMrUp_Q2bc5G-ToQBs2iQKdFnhYgpjZpa9qx8WLyYAZsy1Fy9MJxsLQsLQdRlnfgemr-BFHEe7I8MXNCbb8OHqbqp1_-o_ExtJlodpGBFIBZSY5l4c&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=yiOI9kDuFyuEoYB5lGOJmA%3D%3D&trk=flagship3_search_srp_jobs
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Senior Credit Risk Analyst,Linktera,"Istanbul, Türkiye",Hybrid Full-time Associate,201-500 employees · IT Services and IT Consulting,"Coding Experience, Credit Risk Management, Python (Programming Language), R (Programming Language), SAS (Programming Language), and SQL",https://www.linkedin.com/jobs/view/3741094281/?eBP=CwEAAAGQJuRGO7OaxQkh8K1TJt999FavbUmY6WJYb1SVrrhgAIHP70WyZ-nkAwFXNAYBVDOXGRr7oz1rwn-OCqYCHpIt_Ozy3g15_PNHlq8FgzJ3tuWu7lXVrrl_86VAPdEV05O3x60NBEmWaQcbKf3_aC9SgKYsmj5aYr6ZZAvWgK0bsIRdBib8PBpXYOQUPGO13CGSt6Ywh6gXzzXentj5312IY-lDBhMiV0OVwuTQZglsvO8NOCr8aMdUjV70CP-nnun5JtRVxfL2rPvNHiyxc8ZXYuCcMDIG4i0L2HY29MU2ZqrNlo9Bl_SVD9i2magcVPL2ZQvTgfE9RUaWAMH5aC2SaSrI-rhyOoyFJkr8oEkm3w8NQ6ZyT4Efe_8bEDRhWZ8D3UASzvN077VY90WjZi5WLipmWc2Yzn2ytcRBpaz59CwzIgNz3RE1G3NhwKgTHWVg0fLZ1X8A3gV31IhDqQGkMWkAbtO6&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=lI%2BHuSJxSVmyh2rceCD6rg%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Analyst/Senior Analyst (Analytics, Bangkok-based, Relocation provided)",Agoda,"Ankara, Ankara, Türkiye",Full-time Mid-Senior level,"5,001-10,000 employees · Software Development","A/B Testing, Analytics, Business Insights, Communication, Data Intelligence, Data Science, Interpersonal Communication, Knowledge Acquisition, Presentations, and SQL",https://www.linkedin.com/jobs/view/3750894352/?eBP=CwEAAAGQJuRGO9bduQOp9VCNglBWz3B7kThMeAH80de8VrRobi33JSxgwCu8mdnOr8_axBkwuDu5tvCailVVK6XjaYNtwl9NZNEiCc9McOrqhZtyjR5yuagz_bk6d6YwzohBGZO3_68698PcU8lMTG67Mfa0B0K7ddPprfI94ko1Tl4OrQRHTzf5pV9p2DbjMZMYmp3gChjzCTHQ880nXNumtdPjFQXpYUvb8nMNAoEKpuYLwFi6DJH_AwWHCpIEijYWnkvr2UVa2B4VL8JanJ9zSBMoskZwSebfkmyO25oXxmsw6nWqfL9nWmo_3K7DzXL-7XYYFMAhuECCHIwIaiMNRlcSJbWBlzu0xrOV8g2LNMPeacOOd-9Quz2mp-LWTziTdLdwbp0MhqloYc8siqbDy9zTSo7y5jhJjkknBzgDsFHUWHjdnbEDe2ytC23ZKruLKk4MCo3NITjCNUvd1HqS19fA4lj0KpVeugY&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=jIHakn1rzP4NHevx0AK8hw%3D%3D&trk=flagship3_search_srp_jobs
N/A,HR Operations Analyst,Ball Corporation,"Manisa, Türkiye",Hybrid Full-time Associate,"10,001+ employees · Packaging & Containers","Communication, HR Operations, HR Reports, Human Resources (HR), Human Resources Information Systems (HRIS), Job Satisfaction, Labor Relations, Onboarding, Payroll Administration, and Statutory Accounting Principles (SAP)",https://www.linkedin.com/jobs/view/3931625946/?eBP=CwEAAAGQJuRGO14Q3qCcb4rc3BoIKMpjMevTQcyvn5ufctoKkLYhFupf78jKFKCmgibMLLLbn7_d1T5ZGMJwjwB2iE2dMi0Di_ePOCoXaHnafchOIqydIhy4fgLB3TNEWwhgnDqnEMe8IUGhfBlwpEYbG2xLoTp_c_4tzW1awGJnFQuvR6ipKuuI8Ab7_aYsyFaEe-vCJzKte9GVw26faVDFzbtFWT9JFK_XuQTEcifsXhCscPLNmYFiAZ3eJN2Cx-wB36rE_EDCyIjlHqWh-LWNJ_k7Nrfm_8k-57PpOOMmaUqBBBz8FTtozJtldYunm39MmXCNh5dYLDnp977ywCJTeET8gF-ZHcdG03FGy4wB334sRLzK7vlL4Va1I3SF3HHL6jj4m0vsiMTecoW_VhbauPazJbkr_bT1fR2lRkV5e4h0cseztlzbM4RS4f7QQBYqz8DzLtZYEjUjNHWiIuiPtp3-qqYNfTpZtm8&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=hsNjvrSb2%2BSXG96Q92D47A%3D%3D&trk=flagship3_search_srp_jobs
N/A,Incident Responder/Analyst (L1 & L2),DİAS Teknoloji,"Istanbul, Türkiye",Hybrid Full-time Associate,"501-1,000 employees · IT System Custom Software Development",Incident Management and Security Operations Center,https://www.linkedin.com/jobs/view/3945373746/?eBP=CwEAAAGQJuRGO_bVTKIlTkZ0yB4M8l94E4WbBmH4AwlifmbAPoOn5Gs62KA_6iflgElWCUTx9cEmOwrIOYf3p66HvUDMJ4fm4AmwwvUK0b8k043UG266lY5qxVuIrsKj2rxW7rWj64dynA_y8GinJqGzm0XIKitU7-tWpmW76X-rouBJI2XjzySkyNJAHjnBFutO67QYqXTkfHaXS6exrI2fpXEarc8WGr0TN4E2VIJ276ZXlZWzsD9dZZhUj7XnkN0XQCttqfsE4on5f0Ln2_uvVV1cT279JiLCtqt000HrAbQUI7YsEgXoAmFaMwdarxDO1i9SFynA9JWufsnMGEWMggvU6kXycBsJaW7lxv_XTK9N_4UZcVUkrMbGBOxyJ-BCAfh21-b4JdTDryCuK3t7Nwi6JNtFJqdG0TqPgM-PcRHF9jXFvI-XZmPa13vLsj5UO-UZXMqr0wDkmq1kufwboN304SyIiAvmHmo&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=LLOZj7lgOaaiWOEqn%2BdGDA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Data Analyst,Ace Games,"Istanbul, Istanbul, Türkiye",On-site Full-time Associate,51-200 employees · Mobile Gaming Apps,"Analytical Skills, Communication, Dashboards, Data Analytics, Data Modeling, Data Science, Data Visualization, Databases, Problem Solving, and Statistics",https://www.linkedin.com/jobs/view/3930149904/?eBP=CwEAAAGQJuRGO_A62ltPx7UzQkrB3_arF-4cqSlxjrPT6qIoc2D2baeuiyqDaQjGVNidjiWRZldcZeMIP7A0yo_YV1b0GOK6ZyOYP1feH7AQWkK86fLPrHI2o-6FjUwdG3uC13XV3w7F2_jOtE3XXu7k-WUF8hX4w5a1TAJCWNLD6--ZmCtMN2EAJpM3Eb5r9V_rPG0fzXfX3HX2DRdtGnttknOhJdVKmvYG4_cXcyxVfdKiaQiB3qXczQVL0KfXpaoPxplKgz9-i2B_auxcQaYUDQhpDYvcfvUAlniMYidnjyDqCD4_hVGz_Z__tIfyZijrXF-pwJ5SXtNs0nyIS48NLsH3p328Vnx6ZnAKq4Z2fwIPqmTsp8G8yil4e08AJHK-dPbgVN130fZcA8FXD2aJAmwcq-dINSAXTBAYs_ArzwpVcJhV7lMjoUiIRbEUid_If8Jrz9sCqoycnD8&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=t3CMUp%2Bgp7wtCbCMYWm8MQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,Sr.Business Analyst,JFORCE,"Istanbul, Türkiye",Hybrid Full-time Associate,51-200 employees · IT Services and IT Consulting,"Banking, Business Analysis, Industrial Engineering, Insurance, Microsoft Excel, SQL, Scenario Testing, Software, Software Development, Software Development Methodologies, and Visio",https://www.linkedin.com/jobs/view/3884236811/?eBP=CwEAAAGQJuRGOwgopK1oyfz6yJeukBETOxDgKRU6iRBHlSYRsfk8Z_YQlhANEY_nb-vB2mNdq6vH22auRxxwzgKsALRvq5xOxL-TYWyGJB7bAr9drN-y19Y82cigreoSIbK8-kpAvdcmOQ7lvpChaYTmRPaqVv6lhbU1k-yjHZybzyCls51svn0aKshgkK2TEh7tkbs4573JCshRx2u0XKOi2pNuM8lxGjkJW1VpdEADzMr8FdGDo-r73aBoyKFukX4Ms1BV6Ib9hvhRlS3gORNsLWYwOcNlpwBoLDn9R-TOJyP2fSBdfy29USkEnBj77kO6RoxkwuKjB5moh7v9i6uY1_znET8OGG9Wz4GdyPhLAlH_atUrenu0NcLOPkp93wV2sr9Wamuf_guyPQsLHjfFu6hvak0FQoti0Ueddk2bFOAdLvk2P6EPwzdvojQPECV49yBKHVKsq6FnrgW7XKav3yBmsrLFCfcf&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=ro7MraF0bq3QqYKq4Fd1Zw%3D%3D&trk=flagship3_search_srp_jobs
N/A,KYC Junior Analyst (12 months contract),Gunvor Group Ltd,"Istanbul, Istanbul, Türkiye",On-site Full-time Entry level,"1,001-5,000 employees · Oil and Gas","Analytical Skills, Attention to Detail, Due Diligence, English, and KYC Verification",https://www.linkedin.com/jobs/view/3852725802/?eBP=CwEAAAGQJuRGOzpcR3MrG0wYA1aC4txrKIqMUsYPJSWkufZM8xlwv1uNsOdgD2Rh90OrCQ-AqL-glmFkK2bXPEZC0jOPtrVqAuWzSR0i0-Ar1FOTFvaJNi2hCBtBWgeGbURcbDddIPFv0yrXbKioSQ34Qeb_hi8P3dgcvK5QU8hqdeFZd_X63VRHCcVermp78a_2f-4ncsu4lyBrAmGoXMLeVbJKazm0S2hwHz9rlW1j2CsWvhtBGZVtw0UHAR7A3dK15laGMZ6G4AgqGtPivHWiAPDFrSGVR6V8u3Gu3iM0u-aLamYJ1VYBoGf_ZFGQe-1x9pufJkc1CRw1lxcvlVhX3NkxNOVXRKlX8rs_PsajsTiSDYNrwtO6Y1h9Kx4WI9FXYG2YRVerF8--f_q5mql5MxB6DncKf2m8vpi6Ann9huPVM7XC1TJMPTG8zNzIVxgJf85-iFRYSW3pQuXsEs2_8lsnVH0Qdw&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=6R7UgXFh8mRA9DKQnPvyUQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,Senior Budget and Reporting Analyst ,DeFacto,"Küçükçekmece, Istanbul, Türkiye",Hybrid Full-time Associate,"10,001+ employees · Retail","Budgeting, Communication, English, and Microsoft Excel",https://www.linkedin.com/jobs/view/3949148053/?eBP=CwEAAAGQJuRGOx72aJk3gJhQW5iMTeg9e3Vicie272wAO0fUbWTmr0WzE570-REXKqzSl3k1rzjQqbecCnVVHZMCuKYcCHCeRa71YLDMzewxQkQnLseXffxyEzYOeuPlvVN0LABFzGgWOMMb9EaajZmb_Kw63z-OIRX3yTtNhu7YeOZ60oDZC1JR7aCvoB9tR-iEsncRvJFgD9Lhm3OMk4hqk0cN7byigNz6uujiNRNR51H_d1G7xTIRVDHW5xLaN18GAxqwrwymXifelK6-CgqcObtQbL7L69UFoXQRJoh22kbBME_oflhu8AFkxgrWV-oAsUSBh2586WAwiRGBcWZMWEZpDOK90n4cKBcgoXkKZaM0FW02OomrZvwMHUhsyhk40Qq__obdOdg6oNdoWxjPBXa2QJw_HJYte3pVe6de9bBCJBppJohGj1Y3JJQeIlM_W1gu92RhMDZ5C1qoH5jrPcmvbQc2FOrgcSY&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=P5eWCeqar2jBKMLv3A8Azw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Financial Analyst,Sigortam.net,"Istanbul, Türkiye",Hybrid Full-time Associate,"501-1,000 employees · Insurance","Auditing, Budgeting, Finance, Financial Analysis, Financial Planning, and Financial Reporting",https://www.linkedin.com/jobs/view/3932582806/?eBP=CwEAAAGQJuRGOwNosB9UNPX2bPWof0ROT8IB9gW6L4vrAs-tdkMPN7ZEFdQ5z0o-H3aXWm6oIN-AyA7rpBlUYJXmVoo-ZRIIBoVf8mcd6WtWL513VnHRsOzgAEoQH_6RHhc6so0WHy2P5N38MMv87-QEvTfeI9Yvjvjuy8sYS2h6nhCiCCvIOeRVZykrwMGB1dHNIRK3vX4eQKzFZm3GPDWN_--OgrCZ7ETYkWZiCwnnwAQjHgUScoAArUTqyf-Zn-HmrdTo8F4jLHWsWMi0wO3nd4EkKJzs6fz-_fOTTezPtF84OBrUUDdA5WH545cRpKFU3yBZUztZZGu4v5S5xwZJSQ63uBGFgSFSMQUGBc22NKD9XVehX0QNamy5mPZRJx_FeqrFUnSUzGV00CeSlx13i_XawDbvuhMjZbE-CH1dZVIIKrjMwoskOHQWRl1sLN2k5EPSUV2AL82elnKAqd-5KK1nb9O4rAfs2rluSw&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=6Y9AJwK5maFM3EueiYp%2B6g%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Analyst/ Senior Analyst (Bangkok Based, relocation provided)",Agoda,"İstanbul, Türkiye",Full-time Associate,"5,001-10,000 employees · Software Development","Ad Serving, Analytical Skills, Communication, Computer Science, Digital Marketing, NPI Management, New Product Rollout, Reasoning Skills, Text Ads, and VBA Excel",https://www.linkedin.com/jobs/view/3712805720/?eBP=CwEAAAGQJuRGOwwxD9VNQD4rSThmit0vUgRVh7bkVhwfKFSwNuaMVVj8-z9oMooQtEGAXuujMG02bPsYqtINsmzUrfH0LS1g-nJyK3asaVO6Fru8IKY389YkjKEx5-TUUVZmt9lCxN1mrtkR4qxHvI_4zkgrofXcOpX0BROO9bCYUkDuubJjibsJaqJycGjg-6tCgVhqQxeaSdmnr_66I8II-oNL_4FPsGGc6Qlty_gEoXLEWBuohHB16KjuWGWw1t6IRAJSxUXfy3jWlYJ7VakHZ5Im9rg9wisjOfgRiUEgl8lhcqFb0n9Blun6kZi6zHC_UTtYMkvholaPcw9Uv6UH_uEUeu5bfY2dRLNhpD98WM4IZJ6vteyotHCwfO2ATDFyvnYpNGB7DHuqkTEy2C4zoxp7QKVmDd3etEzxun9M5_BH2eSFg0ct4vh3hfr13Mbji7WZUUA70Fu7wW5a4vnFH4CR5GA&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=szRhvz4q1ZVbpf65pmPTAw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst,AVD Consultancy,"Istanbul, Türkiye",Hybrid Full-time,11-50 employees · Staffing and Recruiting,"Analytique, Business Analysis, Decision-Making, Distributed Control System (DCS), Infrastructure, Project Management, Purchasing, Software Solution Development, Technical Support, and Vendor Management",https://www.linkedin.com/jobs/view/3897710058/?eBP=CwEAAAGQJuRGO00XShrmbDGYRaPZVOr6wcIWekX4pZbuExc806Xk-QQnjwfc1QNTJyHDqveDGiiUdiu--81VZE67BTO1zO88ZnUdyUdn_teJE0G8aCafHqANsFwQS6aMjtXRLP2o9v6f9vto2WV79uiNAvdgBQHfnGgL7d9Azcok36f-nbW0gLsXbrpPeidkC9fYs7QFfucb4ay6UNKU4MOUxsa-I4eHTAXCsYJigWB4FOWw5eUkE0eqBzYAalk0Sce6WWFCkf6rH0_LlvG0_Ue8ivV3RmRXNrdqYLECPgs5e5EX2y0WgDRPzLqEW1aFHtA5C8K4UbLDLdtVoS2GOE9rDyOMYfeMSIUqO9EmN3Z4z_hE1wrcqajeqBldeFOhjug_9QfuxClQlwtNFhWyq2yEhu4jm4oQQ-UsquAUNjfaJ080ar9veV7ICEWVnrm8FpPXvcT5FM9ysGnicOqAQNwmoM7w-D0xZCT1H0Y&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=hrMstYagjiBzsEiN3%2F9ZJw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Project Financial Controller & Analyst,GE Renewable Energy,"Gebze, Kocaeli, Türkiye",Full-time Mid-Senior level,"10,001+ employees · Renewable Energy Equipment Manufacturing","Accounting Standards, Build Strong Relationships, Cost Variance Analysis, Financial Planning, Financial Results, Organizational Talent, Project Accounting, Project Control, Statutory Accounting Principles (SAP), and Variance Analysis",https://www.linkedin.com/jobs/view/3747081197/?eBP=CwEAAAGQJuRGPOPbh19YLoItg4OWC6OI3CZu3HcVymRoBsCZA_s8CJGt7TDXtL6nVXfYAnGr2qDCwcDCWm5N6EqkH4Al82FVE86cYujngueyfZ-bFs0ScSNOK9_JWvIhzUj7fcEYphGb8SNT9BFnWfQmfiiJDRlNiuA6YtViNSc11p6zPs2wKaopvXw6WWMJ69lu4YCcRdEsp422wJNCls38YHQgZVe_87lv2ro0E6ECkEqJkPciiP4hr4ZtwpZ2OTAQP4f_JiZ5pEHixJtEkdlOxFTB8hfkMGCuUBMS0jR-yvKQYDNtExXTf2rUbtPJaPf_kzGOUmPyU4gWxBXY2DWHNLJdMo_1ZFkdX_ZRT1e_GfAQJsqNDPklKjU6TxULh9QkkPwciW2VR-SIvsa_bE5BXrmzDgpwrp_oqqGEMlNJdUc0dXHx7ZbEgKFqK20Ggm7GKliuFwQZH0jAKp4dWbpieghbIFgzhiPD&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=fmOnkcZ59rOlV40jILDpig%3D%3D&trk=flagship3_search_srp_jobs
N/A,Senior Business Analyst (Aksaray),Mercedes-Benz Türk A.Ş.,"Aksaray, Aksaray, Türkiye",Hybrid Full-time,"5,001-10,000 employees · Motor Vehicle Manufacturing","Analytical Skills, Business Analysis, Business Process, Business Requirements, Computer Science, Enterprise Solution Design, Functional Testing, SAP Materials Management (SAP MM), Statutory Accounting Principles (SAP), and Technical Solution Design",https://www.linkedin.com/jobs/view/3947695094/?eBP=CwEAAAGQJuRGPJLTVpQTVUoawx976htn69uY4LZ9Hr0yRS_1fIjnA1TdZM-azhqB0e06v4gdemY41yDB3nyO1mW-tW-eiCDLkyJF9rEPK_04ijaJFHtjKoQzZwhQ8LEIHRxJaYhvIkjrN3ituJtpkZxu5wqb22a0mtB8jKR4VzVAxOBrRM7z6kFphavyY97EMPoshHp-teu6ThVJj295bIhv27nkXz74rdOwOC4Ll3vkdWKisd2lMFkTiyvTgDV2Ugr2wyok0BWyKverWM7O40Ec5rekWHf__Ed7S9LqYRCVNDS1xBSPTHFqak-1k8OIXYBuYa1T8di6s3xHuIM7HHCaF5nqK7UEH7QhZlQ3CtRlcmhI5fC-pRB7C2LLPZ82hMwQO_yjlBet6l4yYIxXyE2d9fM4YcptH-ZH508KWA6galq67di_sJ9icsayDnnKO7_spi3o6mFW5DVzoz0x2mY_TGNX6QFFsA&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=M2%2BqbHCQTajnzqUMFT0ucg%3D%3D&trk=flagship3_search_srp_jobs
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Business Intelligence Analyst (Hybrid),Orion Innovation,"Istanbul, Istanbul, Türkiye",Hybrid Full-time Mid-Senior level,"5,001-10,000 employees · IT Services and IT Consulting","Analytics, Communication, Data Analysis, Data Analytics, Intelligence Analysis, Problem Solving, Report Building, Report Development, Tableau, and Visualization",https://www.linkedin.com/jobs/view/3862284771/?eBP=CwEAAAGQJuRGPJCahU1CgilUzAvexKbOOkiATF_zezaGJAQkQYtcp0SvjHfwnHjkMLf4loWohzr11ApiSv6I6ZS3FSU6MqGTrnEjzrkWle_5oTWtQqOxw4A5kng_Ihjnhzit5g0rhFQzrAi6NuJzeZAIA7Uha8J-RRVYwxXblWtFvbWIUQL2yDPEZT6olpzfWE2s-_cnZOYvU2pfrR6cWeVjbs4Z0mGP48bSJb9SyDWEQ51idfR8w5T7EVTpWNKnEp_CCVfL4cx9nhYsGo2L3bDQsnK6ZftB_YytictdWeLkG-GQfb12D7XzI1rObNRRQ1BKkc8bGj_hcIyf-x0mDyJLGqlDlI58n3Ex9jS1yeuDysigXbUplTKN04wzPPuCnP0BFWxl3Mfwh0FkYjHrg0YhVxdqbR1f-wLF6MTt_C1G39N2sqi4PCLnAUfsZcrGigaqwBOz4NdFfkRNHp86vNRWpoLm6sqCIiZt&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=HpuaGM564TmPuCyGBaN5gA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Financial Planner and Analyst,Decathlon Türkiye,"Istanbul, Türkiye",Hybrid Full-time Associate,"1,001-5,000 employees · Retail","Business, Data Protection Law, English, Finance, Financial Management, Management Accounting, Passionate about Work, Presentations, Skill Development, and Spoken English",https://www.linkedin.com/jobs/view/3949176484/?eBP=CwEAAAGQJuRGPDu9lC07rrGxol6IfkZwZ6usKDeizT5DoTi6a62s2Oz_TM9cVooAWOo6zdjI9ibXXOewgLMcUq9-PzjqXAa4lR7BA2GiaGlGxnuJ-PuqGFas9hosfsiqgpafKYQAq9B4iCgyfTi5Sz3q0U9g8vrJ0lW2RLtL4HKwR5uXyXgQMSOHYOqJdGRz_3CYHcXlghBW64FyygBx-qT6kaVYsF3HiVE_NTJK1LqNXTPiLXT17Jatyhnt_DqdfqesmNenbqZk1Wj8SQjbgXPWYm3ko3rrHfmMpVsFTqHiBagkAlucW5P3zDARp9K0_mIaqNOB8WSgt4PVSdKnQewu0KZG6c_yQI_d4IgkAOHj4e_FEdSPkdVtaWQHod1i9DzNl5ux0QeelsLN-6_XNT6f5nDo_uwKlO3HLNwsxqHDctP7xxWh30b25UwR35PkXCnd40OuExRaa-U1lSvcLshO4WoopZzYtye_DFk&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=cJyyeYgFYKhIo7vBEbbJxg%3D%3D&trk=flagship3_search_srp_jobs
